size_bytes,user_rating,user_rating_mark
100788224,4.0,
158578688,4.0,
100524032,3.5,
128512000,4.0,
92774400,4.5,
10485713,4.0,
227795968,4.0,
130242560,4.0,
49250304,4.5,
70023168,4.0,
49618944,4.5,
227547136,3.5,
179979264,3.5,
160925696,3.5,
55153664,4.5,
207907840,4.0,
389879808,3.5,
167407616,4.0,
147093504,4.0,
10735026,4.0,
70707916,4.5,
6169600,5.0,
130583552,4.0,
71203840,4.5,
11423008,4.0,
188017664,3.5,
4765696,3.0,
287933440,3.5,
4263936,4.0,
172772352,4.0,
273844224,3.5,
40216576,4.5,
2386944,3.0,
105431040,3.5,
44129280,4.0,
116443136,4.0,
1646592,3.5,
30016512,4.0,
29518848,4.5,
66872320,4.0,
45229056,4.5,
127470592,3.0,
44241920,3.5,
107983872,4.5,
8044544,3.0,
37214208,3.5,
60320768,3.0,
100849664,3.0,
72748032,3.0,
32164864,4.0,
69079040,4.0,
82037760,3.0,
150195200,4.5,
199734272,3.5,
13156352,3.0,
30367744,3.5,
93420544,4.5,
31505408,4.0,
25997312,4.0,
182054912,4.0,
138754048,3.0,
13564835,3.5,
133688320,3.5,
55205888,4.0,
46922752,3.0,
63283200,4.5,
53426176,3.5,
39505920,4.5,
210088960,4.5,
36399104,3.5,
115143680,3.5,
56481792,3.5,
181941248,3.5,
162891776,4.0,
98108416,3.0,
54088704,3.5,
50155520,4.0,
23936000,3.5,
145293312,4.0,
140367872,3.5,
281244672,3.5,
66695168,4.5,
169747456,3.5,
41691136,4.0,
122886144,3.5,
55803904,4.5,
188956672,2.0,
22185984,4.5,
66160640,4.5,
28135424,4.0,
27962441,4.0,
133238784,3.5,
151573504,4.0,
27069440,3.5,
101259264,3.0,
168192000,4.0,
17485824,3.5,
5234688,2.5,
237913088,4.5,
233513984,4.5,
110420992,3.0,
47774720,4.0,
22259712,3.5,
431771648,4.5,
120357888,3.0,
90828800,4.0,
30796800,3.0,
151397376,3.5,
46880768,3.5,
48741376,4.5,
17145856,4.5,
25808896,3.0,
81924096,4.0,
19451904,4.0,
118683648,4.0,
723764224,4.0,
111275008,4.0,
109616128,3.5,
120725504,4.5,
68491264,3.0,
122153984,3.0,
122315776,4.0,
17010688,3.5,
3691520,4.0,
31387648,4.0,
135044096,4.5,
55815168,4.0,
132632576,4.5,
270729216,4.0,
39827456,4.5,
57328640,3.0,
40717312,4.5,
141136896,4.5,
146228224,4.5,
52294656,4.0,
16332800,4.0,
164382720,4.0,
45712384,4.0,
16086016,3.5,
223805440,4.5,
22159360,4.0,
20542280,3.5,
130637824,3.5,
8900608,3.0,
180500480,4.0,
19853312,4.0,
42926080,4.0,
36692992,4.0,
36647936,4.0,
91697152,3.0,
51538944,3.5,
8302592,4.0,
430128128,3.5,
69960704,4.0,
767126,3.0,
12996628,3.5,
139545600,4.0,
130394112,4.0,
101925888,4.5,
52951040,3.5,
80409600,2.5,
137312256,3.0,
144412672,3.5,
27746273,3.5,
119648256,3.0,
119574528,3.0,
79315968,4.5,
12818432,4.0,
18165760,4.0,
253834240,4.0,
69083136,4.5,
8573952,3.5,
127284224,4.5,
81374398,4.0,
94139392,4.5,
13216994,3.5,
21010210,4.0,
35998720,3.0,
132510720,4.5,
37001216,3.5,
64147456,3.5,
100779008,4.0,
123718656,4.5,
126312448,4.0,
79882240,4.0,
6418432,3.5,
74093568,3.0,
12937216,4.5,
53388288,3.0,
118498304,3.0,
103197675,3.5,
24574976,4.5,
96093184,3.0,
77700096,4.0,
180804608,3.5,
56397824,4.0,
229272576,4.0,
131000320,3.5,
53097472,4.5,
3375104,0.0,
108166144,3.5,
89187328,4.0,
13647872,4.0,
123544576,4.5,
1608704,4.5,
50169856,4.0,
101181440,2.5,
15329280,3.5,
31845376,4.0,
135032832,4.5,
54648832,2.5,
8432232,4.0,
230720512,3.5,
80211968,3.5,
148201472,3.5,
20795392,3.0,
27934720,4.0,
208309248,3.0,
33812480,4.0,
20298752,4.5,
101346304,4.5,
210569216,3.5,
110198784,4.0,
78047232,3.5,
9946112,3.0,
44652544,4.0,
30369792,4.0,
376171520,4.0,
96815104,4.0,
169138176,4.5,
364490752,5.0,
44135424,4.0,
112074752,3.5,
98942976,2.0,
77686784,3.5,
94496768,3.5,
204959744,3.5,
32796672,4.0,
105009152,4.0,
22562816,4.0,
52632576,4.0,
151388160,4.5,
47323136,3.5,
59846656,4.0,
27807744,3.0,
60976128,3.5,
194386944,3.5,
49470464,3.0,
147118080,4.0,
125411328,4.0,
63316992,4.0,
15313920,4.0,
69816320,2.5,
32848910,4.0,
52821364,4.0,
146507776,3.0,
24747008,2.5,
89517056,2.5,
40722432,3.0,
73332736,4.0,
83906560,3.0,
76644352,3.5,
37340259,4.0,
26137600,4.5,
107816960,3.5,
152700928,4.5,
112024576,4.5,
35864576,4.0,
49594368,4.0,
114081792,3.5,
91267072,4.0,
8821760,5.0,
69513216,4.0,
7767040,4.0,
88702976,4.5,
175966208,4.5,
84791296,3.5,
27997184,3.5,
131463168,3.5,
5415000,4.5,
126867456,3.5,
878883840,4.0,
88773632,3.0,
812758016,3.5,
28616704,4.5,
7111680,3.5,
34056767,3.5,
21450752,4.0,
97879040,3.0,
22299021,4.0,
10231808,4.0,
132480000,4.5,
47182848,4.0,
100048896,4.5,
174839808,4.5,
13725696,3.5,
11369472,2.0,
155857920,4.0,
38718464,4.0,
17879270,4.0,
96635904,3.0,
8039424,0.0,
105379840,5.0,
199585792,3.5,
244516864,4.0,
123450368,4.0,
157625344,4.5,
75612160,4.5,
68153344,4.5,
84469760,4.5,
100368384,4.5,
7344128,4.0,
25097281,3.5,
43439104,4.5,
83851264,4.5,
118980608,4.5,
76394496,4.5,
127382528,4.5,
48819200,5.0,
